ID,prompt,cse1,cse2,cse3,cse4,cse5,cse6,cse7,cse8,cse9,cse10,cse11,age,sex,response_1,rater1_1,rater2_1,rater3_1,response_2,rater1_2,rater2_2,rater3_2,response_3,rater1_3,rater2_3,rater3_3,response_4,rater1_4,rater2_4,rater3_4,response_5,rater1_5,rater2_5,rater3_5,response_6,rater1_6,rater2_6,rater3_6,response_7,rater1_7,rater2_7,rater3_7,response_8,rater1_8,rater2_8,rater3_8,response_9,rater1_9,rater2_9,rater3_9,response_10,rater1_10,rater2_10,rater3_10,response_11,rater1_11,rater2_11,rater3_11,response_12,rater1_12,rater2_12,rater3_12,response_13,rater1_13,rater2_13,rater3_13,response_14,rater1_14,rater2_14,rater3_14,response_15,rater1_15,rater2_15,rater3_15,response_16,rater1_16,rater2_16,rater3_16,response_17,rater1_17,rater2_17,rater3_17,response_18,rater1_18,rater2_18,rater3_18,response_19,rater1_19,rater2_19,rater3_19,response_20,rater1_20,rater2_20,rater3_20,response_21,rater1_21,rater2_21,rater3_21
535,ladrillo,4,5,4,4,4,3,5,4,4,5,5,21,0,para detener una puerta en mi casa,3,2,2,maceta,4,2,1,para darle altura a algo,3,2,2,puedo tratar de pintarlo y envolverlo y adornar con él,4,2,2,para un regalo de broma,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,ladrillo,5,5,4,5,4,4,5,5,4,4,5,31,1,silla,2,1,2,,,,,escalera,2,1,2,pintar como gis,3,2,2,romper algo,4,2,2,sostener papeles,3,2,1,aplanar,5,2,2,arma defensa,4,2,2,construir una casa,1,1,1,elevar un coche sin ruedas,3,2,2,para calzar algo,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,ladrillo,4,5,3,5,4,5,4,4,3,3,3,19,0,soporta libros,3,2,2,pisa papeles,4,2,2,soporte,3,1,1,ponerlo bajo la sandalia para ser más alta,3,2,2,lanzarlo para romper una ventana,3,2,2,como martillo,4,2,2,"como gis, ya que desprende color",3,2,2,para tapar un hueco/coladera,4,2,1,usarlo como un soporte/regla para cortar papel,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,ladrillo,3,2,5,2,3,5,2,2,5,3,4,19,1,para construir casas,1,1,1,para  alcanzar cosas muy arriba (usarlo de banquito),3,2,2,arma defensa,4,2,2,pintar jueguitos en el piso de concreto,3,2,2,pesas  deporte,4,3,3,usarlo como coche y jugar,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,ladrillo,4,5,4,4,3,3,4,4,3,5,4,23,0,como escalón para alcanzar a ver algo,3,2,2,para pintar algo en el piso como parte de una construcción,3,2,2,como exposición como obra de arte,3,2,2,para hacer polvo color naranja,2,1,1,,,,,para escribir algo que comunique algo,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,ladrillo,5,5,5,5,5,5,5,5,5,5,5,21,1,construir una casa,1,1,1,como una rampa,3,1,2,arma defensa,4,2,2,detener una puerta,3,2,2,ponerlo en lugar de una llantas de un auto,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,ladrillo,4,3,5,3,4,4,3,3,4,3,4,22,1,pisa papeles,4,2,2,sostener una mesa coja,3,2,2,pintar la calle,3,2,2,pintar la cara,3,2,2,escaleras o escalones,2,1,2,esculturas,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,ladrillo,2,2,2,2,2,2,2,2,2,1,2,22,0,tabla de queso,4,2,2,tabla para el café,4,2,2,porta vasos,4,2,2,pisa papeles,4,2,2,soporte,3,1,1,banquito,2,1,2,gis,3,2,2,base de lámpara,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,ladrillo,4,3,5,4,4,5,2,4,4,3,4,22,0,construcción,1,1,1,decoración,4,2,2,pisa papeles,4,2,2,sillas,2,1,2,,,,,mesa,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,ladrillo,5,5,5,5,4,4,5,5,5,5,5,22,1,romper una ventana,3,2,2,sostener libros,3,2,2,aplanar cosas,5,2,2,dibujar,3,2,2,hacer una figura,4,2,2,tallar,3,2,2,raspar fuerte,3,2,2,rascarme la espalda,3,2,3,,,,,hacer porta plumas,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,ladrillo,5,5,5,5,3,4,5,5,4,5,4,20,0,porta macetas,4,2,2,para nivelar un mueble,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,ladrillo,3,5,3,4,3,3,4,4,3,4,4,19,1,apilarlos,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,ladrillo,5,5,4,5,4,5,5,5,5,5,5,20,0,construir una maceta,4,1,1,romperlo y usarlo como fertilizante para plantas,3,2,2,como un escalón,2,1,2,,,,,karate,2,2,2,para apartar un lugar en la calle,4,2,2,para tapar un hoyo,4,2,1,usarlo como gis,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,ladrillo,3,5,4,5,4,3,5,5,4,4,5,19,0,como soporte para cualquier cosa,3,2,1,para molerlo y ocuparlo como pintura roja,3,2,2,pisa papeles,4,2,2,equilibrar una mesa,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,ladrillo,2,2,4,3,3,4,2,2,4,3,3,31,0,banco,3,1,2,sostener libros,4,2,2,tapar un hoyo,4,2,1,dibujar en el piso,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,ladrillo,4,3,5,3,3,4,3,3,4,3,4,19,1,golpear a alguien,3,2,2,para agregar peso a un tripié,4,2,2,para pintar el piso de rojo,3,2,2,arma defensa,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,ladrillo,4,5,3,4,3,3,5,4,3,4,3,18,1,crear un soporte para algo,3,2,1,para hacer un pequeño muro,1,1,1,para hacer un experimento de física,4,2,2,soporte de una puerta,3,2,2,pintar algo de naranja,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,ladrillo,5,5,4,3,4,4,5,5,5,5,5,21,0,maceta,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,ladrillo,4,5,5,4,4,5,5,5,5,5,4,21,0,casa,1,1,1,fogata,3,1,1,arma defensa,4,2,2,calzar una mesa,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,ladrillo,4,5,4,4,4,3,5,5,4,4,4,22,0,casa,1,1,1,florero,5,2,2,juguete,4,2,2,arma defensa,4,2,2,para usarlo como almohada,2,2,2,para pararte sobre él y ser más alto,3,2,2,fogata,3,1,1,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,ladrillo,5,4,4,5,4,5,4,5,5,5,5,19,1,jugar a atrapar el ladrillo,4,2,2,soporte de mesa,3,2,2,decoración,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,ladrillo,4,3,3,3,3,2,4,3,3,4,5,21,1,un lugar para sentarse con cuatro ladrillos,2,2,2,una cubierta con cuatro ladrillos,3,1,1,juegos o juguetes,4,2,2,regla,4,2,2,un gis con cuatro ladrillos,3,2,2,escaleras o escalones,2,1,2,un reloj con cuatro ladrillos,3,2,2,maceta,4,2,1,un molde con cuatro ladrillos,4,2,2,maqueta,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,ladrillo,5,4,4,5,4,4,4,5,5,4,5,22,1,escaleras o escalones,2,1,2,para conservar o proteger algún material,4,2,2,arma defensa,4,2,2,para dibujar,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,ladrillo,3,4,5,5,4,4,5,4,3,4,3,19,0,construir una casa,1,1,1,sostener alguna base,3,1,1,usarlo como banco,2,2,2,usarlo como mesa/base,2,2,2,usarlo como punto de referencia en el espacio,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,ladrillo,5,5,5,5,4,5,4,5,5,4,5,26,1,nivelar una mesa,3,2,2,pintar o dibujar en el cemento,3,2,2,construir un muro,1,1,1,para poner un anafre,3,1,1,horno,1,1,1,para romper algo,4,2,2,para hacerlo polvo,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,ladrillo,4,5,3,4,4,5,4,4,4,4,5,23,1,"obstáculo para detener, frenar o topar",3,1,2,contrapeso,4,2,2,como base para alcanzar un objeto alto,3,1,1,para pintar el piso en un juego,3,2,2,romperlo en pedazos y usarlo como soporte de pequeñas estructuras,3,1,2,delimitar superficies,3,2,2,romper una ventana,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,ladrillo,4,5,5,4,4,5,5,5,4,5,5,22,0,banca,2,1,2,colocar pies,2,2,2,maceta,4,2,1,"polvo rojo para pintar, decorar, hacer un camino",3,2,2,romperlo y hacer un mosaico,3,2,2,pequeñas piezas de ladrillo para una maqueta,5,2,2,hacer un camino más rocoso,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,ladrillo,4,4,5,4,4,5,4,5,4,4,5,27,1,como porterías de futbol,5,2,2,como escalones,2,2,1,"obstáculo para detener, frenar o topar",3,2,2,como crayón para el piso,3,2,2,maceta,4,1,1,como asiento,2,2,2,como base para un quemador,2,1,1,pesa deporte,4,3,3,para romper hielo,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,ladrillo,4,5,5,4,5,5,5,5,4,5,4,36,0,hacer una casa de muñecas en el patio de mi casa,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,ladrillo,3,3,5,4,4,5,5,4,4,4,5,29,0,para sostener una mesa que no está equilibrada,3,2,1,para alcanzar algo que está alto,3,2,2,para raspar y con el polvo obtenido pintar en una cartulina negra,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,ladrillo,3,2,4,3,2,4,3,3,4,3,4,19,1,para subir a alcanzar algo,3,2,2,para que no cierre la puerta,3,2,2,para hacer figura,4,2,2,el ladrillo que me falta para construir,1,1,1,juegos o juguetes,4,2,2,para hacer pruebas de resistencia,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,ladrillo,4,5,5,3,4,4,4,4,4,5,5,18,1,construir una casa,1,1,1,arma defensa,4,2,2,jugar jenga,4,2,3,usarlo de mesa ,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,ladrillo,2,1,5,4,1,4,1,3,5,3,4,18,1,construir una casa,1,1,1,hacer una escultura,5,1,1,arma defensa,4,2,2,jugar jenga,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,ladrillo,2,2,5,3,3,4,3,3,2,2,2,31,0,soporte,2,1,1,banco,2,2,2,dibujar,3,2,2,lanzar,3,2,2,construir,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,ladrillo,3,2,4,3,2,3,2,3,3,2,2,28,0,para detener una puerta,3,2,2,para darle soporte a una planta,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,ladrillo,5,4,4,5,5,4,4,4,4,4,5,22,1,de banquito ,2,2,2,de escalera,2,2,1,de mesa,2,2,2,para brincar,4,2,2,delimitar superficies,3,2,2,hacer una rampa,3,1,1,"obstáculo para detener, frenar o topar",3,2,2,"construir casas, edificios",1,1,1,"hacer muros, paredes, ventanas",1,1,1,las barras de los estacionamientos,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,ladrillo,5,5,3,4,2,4,5,3,3,5,5,22,0,construir una casa,1,1,1,hacer un muro,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,ladrillo,3,3,4,3,2,3,3,4,3,3,3,25,0,construir cosas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,ladrillo,2,3,4,3,2,4,3,3,2,3,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,ladrillo,3,3,5,5,2,4,2,3,5,1,5,21,0,de asiento,2,2,2,para pararte sobre él,3,2,2,usarlo como sostener o para apoyar una hgc,3,2,1,como pisapapeles,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,ladrillo,3,2,4,5,5,5,3,5,5,3,3,21,0,acomodarlos de tres diversas maneras,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,ladrillo,4,4,4,3,2,2,5,3,3,4,4,20,1,casa,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,ladrillo,4,4,4,4,3,3,4,4,5,4,4,19,1,construir edificios,1,1,1,pisapapeles,4,2,2,mesa,2,2,2,arma,4,2,2,proyectil,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,ladrillo,4,4,4,3,3,3,4,4,3,3,4,21,1,banquito,2,2,2,edificio de juguete,4,1,2,un arma,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,ladrillo,5,5,5,5,5,5,5,5,3,5,5,19,1,pintarles caritas,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,ladrillo,3,3,2,3,2,3,3,3,3,4,3,20,0,banca,2,1,2,parrilla para carne asada,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,ladrillo,3,4,5,4,3,4,3,4,3,3,3,29,0,una barda,1,1,1,construcción,1,1,1,escaleras o escalones,2,1,2,soporte ,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,ladrillo,5,5,5,5,4,5,4,4,5,5,4,28,0,banquito,2,2,2,escaleras o escalones,2,1,2,soporte,2,1,1,crayón,3,2,2,apartar lugar,4,2,2,arma defensa,4,2,2,,,,,"obstáculo para detener, frenar o topar",3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,ladrillo,5,5,5,5,4,4,4,3,4,4,4,27,1,barda,1,1,1,arma defensa,4,2,2,soporte de cama,2,2,2,soporte de mesa,2,2,2,adornos,4,2,2,macetas,4,2,1,bancas,2,1,2,para calzar algo,3,2,2,jardinera,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,ladrillo,5,5,5,5,4,5,5,5,4,5,5,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,ladrillo,2,4,3,3,2,3,4,2,3,4,3,29,0,acomodarlos de cuatro distintas maneras,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,ladrillo,5,5,4,4,4,4,5,5,4,5,5,28,0,Colocarlo en posición vertical,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,ladrillo,5,5,4,5,4,5,5,5,4,5,4,24,0,maceta,4,2,1,separador de libros,3,2,2,pata de mesa,3,2,2,mesita para cosas,3,2,2,zapatero,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,ladrillo,4,4,5,5,4,4,5,5,5,4,5,38,1,dibujó dos ladrillos en  ángulo en forma de A,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,ladrillo,5,5,4,5,3,4,5,5,4,3,5,30,0,pesas deporte,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,ladrillo,5,5,5,5,5,5,5,5,5,5,5,33,1,usar en una casa,1,1,1,usar en una pared,1,1,1,para un corral,2,1,1,escaleras o escalones,2,1,2,de asiento,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,ladrillo,4,5,4,4,3,4,5,4,3,4,4,28,0,construir una casa,1,1,1,hacer imágenes en un ladrillo (marcar),3,2,2,hacer juegos con los 4 ladrillos,4,1,2,escaleras o escalones,2,1,2,cortar y hacer más ladrillos,2,1,2,lijar y convertir en polvo,2,1,1,,,,,hacer una pared,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,ladrillo,5,5,5,5,5,5,5,5,5,5,5,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,ladrillo,3,4,3,4,3,3,3,3,4,3,3,43,0,Para una casa habitación,1,1,1,para un monumento,4,1,1,para una barda,1,1,1,delimitar superficies ,3,2,2,para hacer una casa de un perro,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,ladrillo,3,5,4,4,3,5,5,4,4,4,4,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,ladrillo,2,3,2,3,3,3,2,3,2,3,3,23,0,escaleras o escalones,2,1,2,para tapar un hoyo,4,1,1,matar una araña,3,2,2,juntar cemento,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,ladrillo,2,3,4,2,3,3,2,3,2,3,2,22,1,colocarlo en el jardín para no pisar el pasto,3,2,2,hacer una barda,1,1,1,tapar una fuga provisional,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,ladrillo,3,3,4,3,3,3,2,4,3,3,3,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,ladrillo,4,3,5,4,4,3,3,5,4,3,5,27,0,base para patas de mesa,2,2,2,freno para ruedas de silla de ruedas,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,ladrillo,4,4,4,5,5,5,4,5,4,4,4,19,0,hacer una barda,1,1,1,casa construir,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,ladrillo,4,4,5,4,5,4,4,4,4,4,5,46,1,para pasar un charco de agua,3,2,2,para romper la cáscara de una nuez,4,2,2,como utensilio para medir un espacio,4,3,2,como martillo,4,2,2,para jugar rayuela,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,ladrillo,5,5,4,5,5,4,5,5,4,5,5,25,1,pesas deporte,4,3,3,para fijar un mueble,3,2,2,para tapar un hoyo,4,1,1,para completar un muro,1,1,1,para sentarse,2,1,2,para adornar algo,4,2,2,karate,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,ladrillo,4,4,4,5,5,4,4,4,3,4,3,26,0,aventárselo  a alguien,3,2,2,para colocar algo encima,2,2,2,para hacer una barda,1,1,1,para detener papeles,4,2,2,para matar un insecto,3,2,2,para mantener cerrada una puerta,3,2,2,para mantener abierta una ventana,3,2,2,para abrir una nuez,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,ladrillo,4,4,5,5,5,4,3,4,3,3,3,22,0,pegar,3,2,2,sostener,3,2,1,tapar,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,ladrillo,5,4,4,4,4,4,4,4,3,4,4,23,1,para sostener una mesa ,3,2,2,contrapeso,4,2,2,defensa,4,2,2,tapar hoyos,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,ladrillo,5,5,4,5,4,4,5,5,4,4,4,21,0,casa,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,ladrillo,5,5,4,5,4,3,5,5,4,3,5,28,0,subirme en el ladrillo,3,2,2,aventarlo a la cara de alguien te cae mal,3,2,2,detener una puerta,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,ladrillo,3,4,4,3,3,4,4,3,3,3,3,23,0,arma defensa,4,2,2,sentarse,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,ladrillo,3,3,4,4,3,4,3,3,4,3,3,32,1,arma defensa,4,2,2,barda,1,1,1,silla,2,1,2,banco altura,3,1,2,detener una rueda,3,2,2,pulverizar y escultura,5,1,1,hacer una mesa,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,ladrillo,3,4,4,3,3,3,5,4,4,3,4,24,0,dibujo siete variantes de colocación de los ladrillos,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,ladrillo,3,3,2,3,3,3,3,2,3,4,3,24,1,hacer una barda,1,1,1,hacer una casa,1,1,1,colocar el coche si me roban una llanta,2,2,2,casita para pájaro,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,ladrillo,4,4,3,4,3,4,4,4,5,4,4,29,0,"dibujó 4 ladrillos horizontales y uno vertical en medio, en forma de T",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,ladrillo,4,5,4,5,4,4,5,4,5,5,4,22,1,cocinar con leña,3,1,1,pintar con el ladrillo,3,2,2,escaleras o escalones,2,1,2,construir una barda,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,ladrillo,4,5,4,4,3,3,4,4,4,4,4,28,0,casas,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,ladrillo,4,4,5,5,4,4,5,5,4,4,4,22,1,hacer pared,1,1,1,una fogata,3,1,1,subir un escalón,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,ladrillo,3,2,3,2,3,3,2,3,2,3,3,28,1,casa,1,1,1,horno de leña,1,1,1,como un banco,2,2,2,asador,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,ladrillo,5,5,5,5,5,5,5,5,5,5,5,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,ladrillo,4,4,5,4,3,4,5,4,4,3,4,25,0,dibujó nueve variantes colocando en distintas posiciones los tabiques,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
