"ID","prompt","response","set","rater1","rater2","rater3","RAPM-Gf","BFI-Extraversion","BFI-Agreeableness","BFI-Consciousness","BFI-Openness","BFI-Neuroticism"
150,"картонная коробка","Мини-кинотеатр в домашних условиях",2,4,3,4,9,22,21,22,25,41
151,"газета","Домик для домашнего животного",1,3,2,3,NA,NA,NA,NA,NA,NA
151,"картонная коробка","Сделать костюм на Хэллоуин или вечеринку",2,3,2,2,9,22,21,22,25,41
152,"газета","Дополнить дизайн комнаты",1,3,2,2,NA,NA,NA,NA,NA,NA
152,"картонная коробка","Удобное место для домашнего питомца",2,1,1,1,9,22,21,22,25,41
153,"газета","Достать далёкий предмет",1,2,4,4,NA,NA,NA,NA,NA,NA
153,"картонная коробка","Крепость для детей",2,1,2,1,9,22,21,22,25,41
154,"газета","Дубинка",1,3,3,3,NA,NA,NA,NA,NA,NA
154,"картонная коробка","Использовать вместо цветочных горшков",2,1,2,3,9,22,21,22,25,41
155,"газета","Еда для старых противных мужиков в очках",1,3,1,3,NA,NA,NA,NA,NA,NA
155,"картонная коробка","Можно сделать стул",2,2,3,2,9,22,21,22,25,41
156,"газета","Ёлочка бумажная",1,2,3,2,NA,NA,NA,NA,NA,NA
156,"картонная коробка","Использовать как штамп для украшения",2,2,2,1,9,22,21,22,25,41
157,"газета","Если можно покрасить руки и лицо в чёрный (газеты красятся)",1,3,4,4,NA,NA,NA,NA,NA,NA
157,"картонная коробка","В жару носить вместо головного убора",2,3,3,3,9,22,21,22,25,41
158,"газета","Если она на иностранном языке - учить слова из неё",1,5,3,4,NA,NA,NA,NA,NA,NA
158,"картонная коробка","Из нескольких коробок можно сделать шкаф",2,2,2,2,9,22,21,22,25,41
159,"газета","Если рвать газету можно извлечь оригинальный звук",1,4,4,4,NA,NA,NA,NA,NA,NA
159,"картонная коробка","Сделать из коробок домашнего питомца",2,2,4,3,7,31,35,29,35,28
160,"газета","Есть газету",1,1,1,3,NA,NA,NA,NA,NA,NA
160,"картонная коробка","Сделать игрушки для детей",2,2,2,2,7,31,35,29,35,28
161,"газета","Есть её, когда голодный",1,1,1,3,NA,NA,NA,NA,NA,NA
161,"картонная коробка","Сделать одежду",2,2,2,2,7,31,35,29,35,28
162,"газета","Жалюзи для окон",1,3,3,2,NA,NA,NA,NA,NA,NA
162,"картонная коробка","Сделать робота-помощника",2,2,3,3,7,31,35,29,35,28
163,"газета","Жвачка из газеты",1,1,4,4,NA,NA,NA,NA,NA,NA
163,"картонная коробка","Использовать как лестницу",2,2,3,1,7,31,35,29,35,28
164,"газета","Житейские ситуации",1,1,1,1,NA,NA,NA,NA,NA,NA
164,"картонная коробка","Построить из коробок замок",2,1,1,1,7,31,35,29,35,28
165,"газета","Завернуть",1,2,2,2,NA,NA,NA,NA,NA,NA
165,"картонная коробка","Соорудить самолёт",2,2,2,2,7,31,35,29,35,28
166,"газета","Завернуть",1,2,2,2,NA,NA,NA,NA,NA,NA
166,"картонная коробка","Сделать из коробок воздушного змея",2,4,4,3,7,31,35,29,35,28
167,"газета","Завернуть в неё огурец",1,2,2,2,NA,NA,NA,NA,NA,NA
167,"картонная коробка","Сделать из коробок заплатки для одежды",2,4,2,2,7,31,35,29,35,28
168,"газета","Завернуть в неё подарок",1,2,3,2,NA,NA,NA,NA,NA,NA
168,"картонная коробка","Сделать модную коробковую сумочку",2,3,3,3,7,31,35,29,35,28
169,"газета","Завернуть в неё посуду, чтобы не разбилась",1,2,2,2,NA,NA,NA,NA,NA,NA
169,"картонная коробка","Устроить коробковый показ мод",2,5,5,2,7,31,35,29,35,28
170,"газета","Завернуть овощи, чтобы не гнили",1,2,2,2,NA,NA,NA,NA,NA,NA
170,"картонная коробка","Спать на коробках",2,2,2,2,7,31,35,29,35,28
171,"газета","Завернуть подарок",1,2,3,2,NA,NA,NA,NA,NA,NA
171,"картонная коробка","Сделать кубик Рубика из коробок",2,4,3,4,7,31,35,29,35,28
172,"газета","Завернуть цветы",1,2,2,2,NA,NA,NA,NA,NA,NA
172,"картонная коробка","Придумать духи с запахом коробок",2,3,2,1,7,31,35,29,35,28
173,"газета","Завернуть цветы",1,2,2,2,NA,NA,NA,NA,NA,NA
173,"картонная коробка","Хранение вещей",2,1,1,1,6,28,33,33,31,17
174,"газета","Завернуть что-либо",1,2,2,2,NA,NA,NA,NA,NA,NA
174,"картонная коробка","Мебель",2,2,2,2,6,28,33,33,31,17
175,"газета","Заворачивание хрупких предметов",1,2,2,2,NA,NA,NA,NA,NA,NA
175,"картонная коробка","Корпус для компьютера",2,3,3,3,6,28,33,33,31,17
176,"газета","Заворачивать еду",1,2,2,2,NA,NA,NA,NA,NA,NA
176,"картонная коробка","Замок",2,1,2,1,6,28,33,33,31,17
177,"газета","Заворачивать подарки",1,2,3,2,NA,NA,NA,NA,NA,NA
177,"картонная коробка","Дом",2,1,1,1,6,28,33,33,31,17
178,"газета","Заворачивать рыбу (вяленую)",1,2,2,2,NA,NA,NA,NA,NA,NA
178,"картонная коробка","Дом для животных",2,1,1,1,6,28,33,33,31,17
179,"газета","Загородка от солнца",1,3,3,2,NA,NA,NA,NA,NA,NA
179,"картонная коробка","Стенка",2,2,2,2,6,28,33,33,31,17
180,"газета","Закладка для книги",1,3,2,4,NA,NA,NA,NA,NA,NA
180,"картонная коробка","Прыжок в бассейн с коробками",2,3,3,4,6,28,33,33,31,17
181,"газета","Закладка из полоски газетной",1,3,3,4,NA,NA,NA,NA,NA,NA
181,"картонная коробка","Щит",2,2,2,2,6,28,33,33,31,17
182,"газета","Заклеивать окна",1,2,2,2,NA,NA,NA,NA,NA,NA
182,"картонная коробка","Форма для чего-либо",2,1,2,2,6,28,33,33,31,17
183,"газета","Заклеивать окна (как шторы)",1,3,2,2,NA,NA,NA,NA,NA,NA
183,"картонная коробка","Корабль",2,2,2,2,6,28,33,33,31,17
184,"газета","Заклеить окна",1,2,2,2,NA,NA,NA,NA,NA,NA
184,"картонная коробка","Самолёт",2,2,2,2,6,28,33,33,31,17
185,"газета","Заклеить окна (+ вода)",1,2,2,2,NA,NA,NA,NA,NA,NA
185,"картонная коробка","Костюм робота",2,2,2,2,13,31,43,36,30,22
186,"газета","Заклеить окна в качестве штор",1,3,2,2,NA,NA,NA,NA,NA,NA
186,"картонная коробка","Дом для кошек, мышей и т.д.",2,1,1,1,13,31,43,36,30,22
187,"газета","Заклеить окно, чтобы солнце по утрам не светило в глаза и не будило",1,3,3,2,NA,NA,NA,NA,NA,NA
187,"картонная коробка","Рыцарские доспехи",2,2,2,2,13,31,43,36,30,22
188,"газета","Заклеить что-нибудь/ прикрыть / спрятать",1,3,3,2,NA,NA,NA,NA,NA,NA
188,"картонная коробка","Уголок для маленького ребёнка",2,3,2,2,13,31,43,36,30,22
189,"газета","Закрывать лицо во время сна",1,3,4,3,NA,NA,NA,NA,NA,NA
189,"картонная коробка","Красивый светильник на ночь",2,3,3,4,13,31,43,36,30,22
190,"газета","Закрываться от дождя",1,3,3,2,NA,NA,NA,NA,NA,NA
190,"картонная коробка","Средство для скатывания с ледяных горок",2,2,2,3,13,31,43,36,30,22
191,"газета","Закрываться от света",1,3,3,2,NA,NA,NA,NA,NA,NA
191,"картонная коробка","Какая-нибудь постройка (замок, дом и т.д.)",2,1,1,1,13,31,43,36,30,22
192,"газета","Закрываться от света/солнца",1,3,3,2,NA,NA,NA,NA,NA,NA
192,"картонная коробка","Оружие (мечи, пистолеты, автоматы)",2,2,2,2,13,31,43,36,30,22
193,"газета","Закрыться от солнца",1,3,3,2,NA,NA,NA,NA,NA,NA
193,"картонная коробка","Оригинальное украшение для своего рабочего стола",2,2,2,2,13,31,43,36,30,22
