participant ID,object,use_number,use,rater_1,rater_2,rater_3,rater_4,rater_5,rater_6,rater_7,rater_8,rater_9,rater_10,rater_11,rater_12,rater_13,rater_14,rater_15,rater_16,rater_17,rater_18,rater_19,rater_20,rater_21,rater_22,rater_23,rater_24,rater_25,rater_26,rater_27,rater_28,rater_29,rater_30,rater_31,rater_32,rater_33,rater_34,rater_35,rater_36,rater_37,rater_38,rater_39,rater_40,rater_41,rater_42,rater_43,rater_44,rater_45
250,סכין,2,מברג,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
250,סכין,3,פתיחת קופסת שימורים,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
250,סכין,4,פותחן בקבוקים,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
250,סכין,5,לקלף,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1686,סכין,1,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1686,סכין,2,כלי נשק,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1686,סכין,3,משחק,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1798,סכין,1,מברג,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1798,סכין,2,מספריים,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1895,סכין,1,קיסם שיניים,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1895,סכין,2,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1895,סכין,3,לטבול בדיו ולצייר,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1895,סכין,4,ליצור קוד מורס,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1514,סכין,1,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1514,סכין,2,חוצץ,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
1514,סכין,3,פותחן קופסאות,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1514,סכין,4,לטבול בדיו ולצייר,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1812,סכין,1,ניקוי מסילות של חלונות,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
1812,סכין,2,לנעוץ בקיר ולהשתמש כמתלה מעילים,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1781,סכין,1,משחק,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1781,סכין,2,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1781,סכין,3,לתת כמתנה,nan,nan,4.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1781,סכין,4,לחתוך את המתח באוויר,nan,nan,5.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1883,סכין,1,לנקות מקומות צרים,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1526,סכין,1,ידית,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
825,סכין,1,פסל מרשים במסעדה (שני סכינים מוצלבים על הקיר),nan,nan,2.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,5.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
825,סכין,2,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1836,סכין,1,מברג,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1836,סכין,2,להשתמש בו כמשקולת,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1836,סכין,3,להשתמש בו כמוליך חום,nan,nan,3.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
392,סכין,1,קיסם שיניים,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
392,סכין,2,עט,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
392,סכין,3,פטיש,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1652,סכין,1,כלי חריטה באבן,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
1652,סכין,2,לגלף עץ,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1652,סכין,3,כלי נשק,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1652,סכין,4,פתיחת קופסת שימורים,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1652,סכין,5,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1813,סכין,1,פותחן קופסאות,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1813,סכין,2,שרטוט על גבי משטח,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1596,סכין,1,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1596,סכין,2,שימוש בסכין במקום בבקבוק באמת או חובה,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
1596,סכין,3,מקל לשים עליו שלטים בערוגת צמחים,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1596,סכין,4,לפצח איתו גרעינים על השולחן,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
1596,סכין,5,שפכטל,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
412,סכין,1,מקל לערבוב אוכל,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
412,סכין,2,לפתוח מכתבים,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
412,סכין,3,אביזר לשיער,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
412,סכין,4,אצבע שישית,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
412,סכין,5,פותחן קופסאות,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
412,סכין,6,כפית,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
412,סכין,7,מקל למריחת איפור על העיניים,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
412,סכין,8,מברשת שיניים,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1673,סכין,1,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1673,סכין,2,לקלף,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1673,סכין,3,כלי נשק,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1673,סכין,4,פותחן קופסאות,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1673,סכין,5,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1673,סכין,6,להראות קסמים,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1316,סכין,1,אביזר לשיער,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
1316,סכין,2,כלי חריטה באבן,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
1316,סכין,3,הקלדה במחשב,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1513,סכין,1,כלי לציידים מהעבר,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1513,סכין,2,כלי נשק,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1513,סכין,3,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1513,סכין,4,אביזר להפגין שליטה וכוח,nan,nan,2.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,3.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1513,סכין,5,פותחן קופסאות,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1891,סכין,1,לחתוך שיער,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1891,סכין,2,יתד,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1891,סכין,3,מראה,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
1891,סכין,4,קיסם שיניים,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1891,סכין,5,אביזר לשיער,nan,nan,5.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
1679,סכין,1,מתלה לטבעות,nan,nan,5.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1679,סכין,2,שפכטל,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan
1679,סכין,3,מברג,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1672,סכין,1,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1672,סכין,2,לנקות מקומות צרים,nan,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1513,סכין,1,כלי נשק,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1513,סכין,2,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1513,סכין,3,כלי גילוח,nan,nan,3.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan
1632,סכין,1,לחתוך איתו,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,1.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan
1802,סכין,1,כלי ג'אגלינג,nan,nan,1.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
1802,סכין,2,קליעה למטרה (לזרוק סכינים במקום חיצים),nan,nan,2.0,nan,nan,nan,1.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,3.0,nan,nan,nan,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan
1802,סכין,3,לנקות מתחת לציפורניים,nan,nan,4.0,nan,nan,nan,3.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,2.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,nan,nan
